"stimulus","rt","response","type_of_trial","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","prolific_id","prolific_id_man","view_history","percent","estimate","distance","buyin","bet","result","cons","outcome_valence","error","manip_check","truth_bn","truth_lk","minimum","report","truth","question_order","wallet","success","earnings","bonus","low_thresholds","age","gender","race_ethnicity","income","education","ses","party","politics","religiosity","understand","confusing","annoying","issues","other_feedback"
"","6842","{""Q0"":""Estimate the chance of winning of the wheel"",""Q1"":""Decide the amount of money at stake for each round"",""Q2"":""Every round, regardless of what numbers the Decider and the Reporter enter""}","comprehension","survey-multi-choice","213","26715","0.0-7.0-190.0","a77jtbupmc","","","","","","","","","","","","","","","","","","","[0,1,2]","","","","","","","","","","","","","","","","","","",""
"
        <div style=""text-align: left"">
            You answered at least one question incorrectly. 
            In order to make sure our data is valid, we need to know that you understand the game.
            The questions that you answered incorrectly are highlighted below in red. 
            Please look back through the instructions <a href=""instructions.html"" target=""_blank"">here</a> to find the answers to those questions.
            Thank you for your cooperation!
            <br>
            <br>
            <form autocomplete=""off"">
                <div style=""color: black"">
                    <p>What is the Reporter trying to do?</p>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Estimate the percentage of the wheel that is black
                        </label>
                    </div>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Guess what number the Decider will enter
                        </label>
                    </div>
                    <div>
                        <label>
                            <input checked disabled type=""radio"">
                            Estimate the chance of winning
                        </label>
                    </div>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Guess whether money will be on the line or not
                        </label>
                    </div>
                </div>
                <div style=""color: firebrick"">
                    <p>What is the Decider trying to do?</p>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Decide which color to bet on
                        </label>
                    </div>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Decide the smallest chance of winning where they are willing to bet the amount at stake
                        </label>
                    </div>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Decide whether or not the wheel will be spun
                        </label>
                    </div>
                    <div>
                        <label>
                            <input checked disabled type=""radio"">
                            Decide the amount of money at stake for each round
                        </label>
                    </div>
                </div>
                <div style=""color: firebrick"">
                    <p>When will a bet go through?</p>
                    <div>
                        <label>
                            <input checked disabled type=""radio"">
                            Every round, regardless of what numbers the Decider and the Reporter enter
                        </label>
                    </div>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            On randomly chosen rounds, regardless of what numbers the Decider and the Reporter enter
                        </label>
                    </div>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Only when the Reporter's estimate is lower than the number the Decider enters
                        </label>
                    </div>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Only when the Reporter's estimate is greater than or equal to the number the Decider enters
                        </label>
                    </div>
                </div>
            </form>
        </div>
        <br>
        <br>
    ","588","0","incorrect_response","html-button-response","214","26715","0.0-7.0-191.0","a77jtbupmc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","6140","{""Q0"":""Estimate the percentage of the wheel that is black"",""Q1"":""Decide whether or not the wheel will be spun"",""Q2"":""Only when the Reporter's estimate is greater than or equal to the number the Decider enters""}","comprehension","survey-multi-choice","215","26715","0.0-7.0-192.0","a77jtbupmc","","","","","","","","","","","","","","","","","","","[0,1,2]","","","","","","","","","","","","","","","","","","",""
"
        <div style=""text-align: left"">
            You answered at least one question incorrectly. 
            In order to make sure our data is valid, we need to know that you understand the game.
            The questions that you answered incorrectly are highlighted below in red. 
            Please look back through the instructions <a href=""instructions.html"" target=""_blank"">here</a> to find the answers to those questions.
            Thank you for your cooperation!
            <br>
            <br>
            <form autocomplete=""off"">
                <div style=""color: firebrick"">
                    <p>What is the Reporter trying to do?</p>
                    <div>
                        <label>
                            <input checked disabled type=""radio"">
                            Estimate the percentage of the wheel that is black
                        </label>
                    </div>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Guess what number the Decider will enter
                        </label>
                    </div>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Estimate the chance of winning
                        </label>
                    </div>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Guess whether money will be on the line or not
                        </label>
                    </div>
                </div>
                <div style=""color: firebrick"">
                    <p>What is the Decider trying to do?</p>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Decide which color to bet on
                        </label>
                    </div>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Decide the smallest chance of winning where they are willing to bet the amount at stake
                        </label>
                    </div>
                    <div>
                        <label>
                            <input checked disabled type=""radio"">
                            Decide whether or not the wheel will be spun
                        </label>
                    </div>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Decide the amount of money at stake for each round
                        </label>
                    </div>
                </div>
                <div style=""color: black"">
                    <p>When will a bet go through?</p>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Every round, regardless of what numbers the Decider and the Reporter enter
                        </label>
                    </div>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            On randomly chosen rounds, regardless of what numbers the Decider and the Reporter enter
                        </label>
                    </div>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Only when the Reporter's estimate is lower than the number the Decider enters
                        </label>
                    </div>
                    <div>
                        <label>
                            <input checked disabled type=""radio"">
                            Only when the Reporter's estimate is greater than or equal to the number the Decider enters
                        </label>
                    </div>
                </div>
            </form>
        </div>
        <br>
        <br>
    ","586","0","incorrect_response","html-button-response","216","26715","0.0-7.0-193.0","a77jtbupmc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","5959","{""Q0"":""Estimate the percentage of the wheel that is black"",""Q1"":""Decide the amount of money at stake for each round"",""Q2"":""Only when the Reporter's estimate is lower than the number the Decider enters""}","comprehension","survey-multi-choice","217","26715","0.0-7.0-194.0","a77jtbupmc","","","","","","","","","","","","","","","","","","","[0,1,2]","","","","","","","","","","","","","","","","","","",""
"
        <div style=""text-align: left"">
            You answered at least one question incorrectly. 
            In order to make sure our data is valid, we need to know that you understand the game.
            The questions that you answered incorrectly are highlighted below in red. 
            Please look back through the instructions <a href=""instructions.html"" target=""_blank"">here</a> to find the answers to those questions.
            Thank you for your cooperation!
            <br>
            <br>
            <form autocomplete=""off"">
                <div style=""color: firebrick"">
                    <p>What is the Reporter trying to do?</p>
                    <div>
                        <label>
                            <input checked disabled type=""radio"">
                            Estimate the percentage of the wheel that is black
                        </label>
                    </div>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Guess what number the Decider will enter
                        </label>
                    </div>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Estimate the chance of winning
                        </label>
                    </div>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Guess whether money will be on the line or not
                        </label>
                    </div>
                </div>
                <div style=""color: firebrick"">
                    <p>What is the Decider trying to do?</p>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Decide which color to bet on
                        </label>
                    </div>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Decide the smallest chance of winning where they are willing to bet the amount at stake
                        </label>
                    </div>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Decide whether or not the wheel will be spun
                        </label>
                    </div>
                    <div>
                        <label>
                            <input checked disabled type=""radio"">
                            Decide the amount of money at stake for each round
                        </label>
                    </div>
                </div>
                <div style=""color: firebrick"">
                    <p>When will a bet go through?</p>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Every round, regardless of what numbers the Decider and the Reporter enter
                        </label>
                    </div>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            On randomly chosen rounds, regardless of what numbers the Decider and the Reporter enter
                        </label>
                    </div>
                    <div>
                        <label>
                            <input checked disabled type=""radio"">
                            Only when the Reporter's estimate is lower than the number the Decider enters
                        </label>
                    </div>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Only when the Reporter's estimate is greater than or equal to the number the Decider enters
                        </label>
                    </div>
                </div>
            </form>
        </div>
        <br>
        <br>
    ","620","0","incorrect_response","html-button-response","218","26715","0.0-7.0-195.0","a77jtbupmc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","5573","{""Q0"":""Guess what number the Decider will enter"",""Q1"":""Decide the smallest chance of winning where they are willing to bet the amount at stake"",""Q2"":""Every round, regardless of what numbers the Decider and the Reporter enter""}","comprehension","survey-multi-choice","219","26715","0.0-7.0-196.0","a77jtbupmc","","","","","","","","","","","","","","","","","","","[0,1,2]","","","","","","","","","","","","","","","","","","",""
"
        <div style=""text-align: left"">
            You answered at least one question incorrectly. 
            In order to make sure our data is valid, we need to know that you understand the game.
            The questions that you answered incorrectly are highlighted below in red. 
            Please look back through the instructions <a href=""instructions.html"" target=""_blank"">here</a> to find the answers to those questions.
            Thank you for your cooperation!
            <br>
            <br>
            <form autocomplete=""off"">
                <div style=""color: firebrick"">
                    <p>What is the Reporter trying to do?</p>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Estimate the percentage of the wheel that is black
                        </label>
                    </div>
                    <div>
                        <label>
                            <input checked disabled type=""radio"">
                            Guess what number the Decider will enter
                        </label>
                    </div>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Estimate the chance of winning
                        </label>
                    </div>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Guess whether money will be on the line or not
                        </label>
                    </div>
                </div>
                <div style=""color: black"">
                    <p>What is the Decider trying to do?</p>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Decide which color to bet on
                        </label>
                    </div>
                    <div>
                        <label>
                            <input checked disabled type=""radio"">
                            Decide the smallest chance of winning where they are willing to bet the amount at stake
                        </label>
                    </div>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Decide whether or not the wheel will be spun
                        </label>
                    </div>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Decide the amount of money at stake for each round
                        </label>
                    </div>
                </div>
                <div style=""color: firebrick"">
                    <p>When will a bet go through?</p>
                    <div>
                        <label>
                            <input checked disabled type=""radio"">
                            Every round, regardless of what numbers the Decider and the Reporter enter
                        </label>
                    </div>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            On randomly chosen rounds, regardless of what numbers the Decider and the Reporter enter
                        </label>
                    </div>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Only when the Reporter's estimate is lower than the number the Decider enters
                        </label>
                    </div>
                    <div>
                        <label>
                            <input  disabled type=""radio"">
                            Only when the Reporter's estimate is greater than or equal to the number the Decider enters
                        </label>
                    </div>
                </div>
            </form>
        </div>
        <br>
        <br>
    ","832","0","incorrect_response","html-button-response","220","26715","0.0-7.0-197.0","a77jtbupmc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","6566","{""Q0"":""Estimate the chance of winning of the wheel"",""Q1"":""Decide the smallest chance of winning where they are willing to bet the amount at stake"",""Q2"":""Only when the Reporter's estimate is greater than or equal to the number the Decider enters""}","comprehension","survey-multi-choice","221","26715","0.0-7.0-198.0","a77jtbupmc","","","","","","","","","","","","","","","","","","","[0,1,2]","","","","","","","","","","","","","","","","","","",""
"
        You answered all the questions correctly.
        <br>
        <br>
        You will now play as the Reporter for 8 rounds.
        <br>
        <br>
        When you are ready, press space to begin.
    ","891"," ","begin_reporter","html-keyboard-response","222","26715","0.0-8.0","a77jtbupmc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Press the space bar to see the first wheel.","554"," ","begin_reporter","html-keyboard-response","223","26715","0.0-9.0","a77jtbupmc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"
        <div style=""font-size: 30px;"">
            +
            <br>
            <br>
            <br>
            <br>
            <br>
            <br>
        </div>
    ","null","null","fixation","html-keyboard-response","224","26715","0.0-10.0-0.0","a77jtbupmc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"
        <div id=""wheel"" class=""has-pin"" style=""background-image: conic-gradient(lightgreen 69%, black 0);""><div id=""pin""></div></div>
        <div>
            <br>
            <br>
            <br>
            <br>
            <br>
        </div>
    ","591"," ","show_wheel","html-keyboard-response","225","26716","0.0-10.0-1.0","a77jtbupmc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","2037","{""estimate"":""25""}","estimate_wheel","survey-html-form","226","28754","0.0-10.0-2.0","a77jtbupmc","","","","69","25","44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"
        <div id=""wheel"" class=""has-pin"" style=""background-image: conic-gradient(lightgreen 69%, black 0);""><div id=""pin""></div></div>
        <div>
            <br>
            <strong>Exact chance of winning:</strong> 69%
            <br>
            <strong>Your Estimate:</strong> 25% (44 away)
            <br>
            <br>
            Press space to see the next wheel.
        </div>
    ","709"," ","reporter_feedback","html-keyboard-response","227","28755","0.0-10.0-3.0","a77jtbupmc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"
        <div style=""font-size: 30px;"">
            +
            <br>
            <br>
            <br>
            <br>
            <br>
            <br>
        </div>
    ","null","null","fixation","html-keyboard-response","228","28755","0.0-10.0-0.1","a77jtbupmc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"
        <div id=""wheel"" class=""has-pin"" style=""background-image: conic-gradient(lightgreen 50%, black 0);""><div id=""pin""></div></div>
        <div>
            <br>
            <br>
            <br>
            <br>
            <br>
        </div>
    ","629"," ","show_wheel","html-keyboard-response","229","28755","0.0-10.0-1.1","a77jtbupmc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","499","{""estimate"":""25""}","estimate_wheel","survey-html-form","230","29257","0.0-10.0-2.1","a77jtbupmc","","","","50","25","25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"
        <div id=""wheel"" class=""has-pin"" style=""background-image: conic-gradient(lightgreen 50%, black 0);""><div id=""pin""></div></div>
        <div>
            <br>
            <strong>Exact chance of winning:</strong> 50%
            <br>
            <strong>Your Estimate:</strong> 25% (25 away)
            <br>
            <br>
            Press space to see the next wheel.
        </div>
    ","503"," ","reporter_feedback","html-keyboard-response","231","29258","0.0-10.0-3.1","a77jtbupmc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"
        <div style=""font-size: 30px;"">
            +
            <br>
            <br>
            <br>
            <br>
            <br>
            <br>
        </div>
    ","null","null","fixation","html-keyboard-response","232","29258","0.0-10.0-0.2","a77jtbupmc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"
        <div id=""wheel"" class=""has-pin"" style=""background-image: conic-gradient(lightgreen 64%, black 0);""><div id=""pin""></div></div>
        <div>
            <br>
            <br>
            <br>
            <br>
            <br>
        </div>
    ","588"," ","show_wheel","html-keyboard-response","233","29258","0.0-10.0-1.2","a77jtbupmc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","538","{""estimate"":""25""}","estimate_wheel","survey-html-form","234","29798","0.0-10.0-2.2","a77jtbupmc","","","","64","25","39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"
        <div id=""wheel"" class=""has-pin"" style=""background-image: conic-gradient(lightgreen 64%, black 0);""><div id=""pin""></div></div>
        <div>
            <br>
            <strong>Exact chance of winning:</strong> 64%
            <br>
            <strong>Your Estimate:</strong> 25% (39 away)
            <br>
            <br>
            Press space to see the next wheel.
        </div>
    ","649"," ","reporter_feedback","html-keyboard-response","235","29799","0.0-10.0-3.2","a77jtbupmc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"
        <div style=""font-size: 30px;"">
            +
            <br>
            <br>
            <br>
            <br>
            <br>
            <br>
        </div>
    ","null","null","fixation","html-keyboard-response","236","29799","0.0-10.0-0.3","a77jtbupmc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"
        <div id=""wheel"" class=""has-pin"" style=""background-image: conic-gradient(lightgreen 35%, black 0);""><div id=""pin""></div></div>
        <div>
            <br>
            <br>
            <br>
            <br>
            <br>
        </div>
    ","515"," ","show_wheel","html-keyboard-response","237","29799","0.0-10.0-1.3","a77jtbupmc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","494","{""estimate"":""25""}","estimate_wheel","survey-html-form","238","30295","0.0-10.0-2.3","a77jtbupmc","","","","35","25","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"
        <div id=""wheel"" class=""has-pin"" style=""background-image: conic-gradient(lightgreen 35%, black 0);""><div id=""pin""></div></div>
        <div>
            <br>
            <strong>Exact chance of winning:</strong> 35%
            <br>
            <strong>Your Estimate:</strong> 25% (10 away)
            <br>
            <br>
            Press space to see the next wheel.
        </div>
    ","891"," ","reporter_feedback","html-keyboard-response","239","30295","0.0-10.0-3.3","a77jtbupmc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"
        <div style=""font-size: 30px;"">
            +
            <br>
            <br>
            <br>
            <br>
            <br>
            <br>
        </div>
    ","null","null","fixation","html-keyboard-response","240","30295","0.0-10.0-0.4","a77jtbupmc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"
        <div id=""wheel"" class=""has-pin"" style=""background-image: conic-gradient(lightgreen 46%, black 0);""><div id=""pin""></div></div>
        <div>
            <br>
            <br>
            <br>
            <br>
            <br>
        </div>
    ","null","null","show_wheel","html-keyboard-response","241","30295","0.0-10.0-1.4","a77jtbupmc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","463","{""estimate"":""25""}","estimate_wheel","survey-html-form","242","30760","0.0-10.0-2.4","a77jtbupmc","","","","46","25","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"
        <div id=""wheel"" class=""has-pin"" style=""background-image: conic-gradient(lightgreen 46%, black 0);""><div id=""pin""></div></div>
        <div>
            <br>
            <strong>Exact chance of winning:</strong> 46%
            <br>
            <strong>Your Estimate:</strong> 25% (21 away)
            <br>
            <br>
            Press space to see the next wheel.
        </div>
    ","664"," ","reporter_feedback","html-keyboard-response","243","30761","0.0-10.0-3.4","a77jtbupmc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"
        <div style=""font-size: 30px;"">
            +
            <br>
            <br>
            <br>
            <br>
            <br>
            <br>
        </div>
    ","null","null","fixation","html-keyboard-response","244","30761","0.0-10.0-0.5","a77jtbupmc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"
        <div id=""wheel"" class=""has-pin"" style=""background-image: conic-gradient(lightgreen 61%, black 0);""><div id=""pin""></div></div>
        <div>
            <br>
            <br>
            <br>
            <br>
            <br>
        </div>
    ","593"," ","show_wheel","html-keyboard-response","245","30761","0.0-10.0-1.5","a77jtbupmc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","489","{""estimate"":""25""}","estimate_wheel","survey-html-form","246","31252","0.0-10.0-2.5","a77jtbupmc","","","","61","25","36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"
        <div id=""wheel"" class=""has-pin"" style=""background-image: conic-gradient(lightgreen 61%, black 0);""><div id=""pin""></div></div>
        <div>
            <br>
            <strong>Exact chance of winning:</strong> 61%
            <br>
            <strong>Your Estimate:</strong> 25% (36 away)
            <br>
            <br>
            Press space to see the next wheel.
        </div>
    ","419"," ","reporter_feedback","html-keyboard-response","247","31253","0.0-10.0-3.5","a77jtbupmc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"
        <div style=""font-size: 30px;"">
            +
            <br>
            <br>
            <br>
            <br>
            <br>
            <br>
        </div>
    ","null","null","fixation","html-keyboard-response","248","31253","0.0-10.0-0.6","a77jtbupmc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"
        <div id=""wheel"" class=""has-pin"" style=""background-image: conic-gradient(lightgreen 31%, black 0);""><div id=""pin""></div></div>
        <div>
            <br>
            <br>
            <br>
            <br>
            <br>
        </div>
    ","473"," ","show_wheel","html-keyboard-response","249","31254","0.0-10.0-1.6","a77jtbupmc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","468","{""estimate"":""25""}","estimate_wheel","survey-html-form","250","31724","0.0-10.0-2.6","a77jtbupmc","","","","31","25","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"
        <div id=""wheel"" class=""has-pin"" style=""background-image: conic-gradient(lightgreen 31%, black 0);""><div id=""pin""></div></div>
        <div>
            <br>
            <strong>Exact chance of winning:</strong> 31%
            <br>
            <strong>Your Estimate:</strong> 25% (6 away)
            <br>
            <br>
            Press space to see the next wheel.
        </div>
    ","513"," ","reporter_feedback","html-keyboard-response","251","31724","0.0-10.0-3.6","a77jtbupmc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"
        <div style=""font-size: 30px;"">
            +
            <br>
            <br>
            <br>
            <br>
            <br>
            <br>
        </div>
    ","null","null","fixation","html-keyboard-response","252","31725","0.0-10.0-0.7","a77jtbupmc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"
        <div id=""wheel"" class=""has-pin"" style=""background-image: conic-gradient(lightgreen 54%, black 0);""><div id=""pin""></div></div>
        <div>
            <br>
            <br>
            <br>
            <br>
            <br>
        </div>
    ","579"," ","show_wheel","html-keyboard-response","253","31725","0.0-10.0-1.7","a77jtbupmc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","446","{""estimate"":""25""}","estimate_wheel","survey-html-form","254","32173","0.0-10.0-2.7","a77jtbupmc","","","","54","25","29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"
        <div id=""wheel"" class=""has-pin"" style=""background-image: conic-gradient(lightgreen 54%, black 0);""><div id=""pin""></div></div>
        <div>
            <br>
            <strong>Exact chance of winning:</strong> 54%
            <br>
            <strong>Your Estimate:</strong> 25% (29 away)
            <br>
            <br>
            Press space to finish.
        </div>
    ","469"," ","reporter_feedback","html-keyboard-response","255","32173","0.0-10.0-3.7","a77jtbupmc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","2956","Completely true","attention","survey-multi-choice","256","32174","0.0-11.0","a77jtbupmc","","","","","","","","","","","","","","","","","","","[0]","","","","","","","","","","","","","","","","","","",""
"
        You have finished playing as the Reporter. Overall, you earned 0&#162; for the accuracy of your estimates.
        <br>
        <br>
        Next, you will play as the Decider for 8 rounds.
        <br>
        <br>
        If you forget any of the rules or find something confusing, try hovering over the &#9432; icons on the left side of the screen.
        These contain short explanations of each term to remind you how the game works.
        <br>
        <br>
        When you are ready, press space to begin playing as the Decider.
    ","990"," ","begin_reporter","html-keyboard-response","257","32174","0.0-12.0","a77jtbupmc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","1696","{""minimum"":""25""}","enter_minimum","survey-html-form","258","33873","0.0-13.0-0.0","a77jtbupmc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"
        <div id=""text-container"" class=""container"">
            <div class=""tooltip"">
                &#9432;
                <span class=""tooltiptext"">If money is on the line, this is how much you will win or lose.</span>
            </div>
            <strong>Amount at Stake: </strong> 29&#162;
            <br>
            <br>
            <div class=""tooltip"">
                &#9432;
                <span class=""tooltiptext"">This is how much money you currently have.</span>
            </div>
            <strong>Your Wallet: </strong> 100&#162;
            <br>
            <br>
            <div class=""tooltip"">
                &#9432;
                <span class=""tooltiptext"">This is the smallest chance of winning you are willing to accept. If the reporter's estimate is higher than this, money will be on the line.</span>
            </div>
            <strong>Your Threshold: </strong> <input id=""minimum"" class=""percentage-enter"" name=""minimum"" type=""number"" max=""75"" min=""25"" placeholder=""25"" readonly=""true""/> % chance of winning
            <br>
            <br>
            <div class=""tooltip"">
                &#9432;
                <span class=""tooltiptext"">After seeing the wheel for one second, the reporter estimated that the chance of winning was this %.</span>
            </div>
            <strong>Reporter's Estimate: </strong> 26% chance of winning
            <div style=""text-align: center;"">
                <br>
                <br>
                <strong><u>MONEY ON THE LINE</u></strong>
                <br>
                <span style=""font-size: 15px"">Reporter's estimate was <u>higher</u> than your threshold</span>
            </div>
        </div>
        <div id=""wheel-container"" class=""container"">
            <div><span style=""font-weight: bolder; font-size: 30px;"">&darr;</span></div>
            <div id=""wheel"" class=""masked"">???</div>
            <br>
            <br>
        </div>
        <br>
        <br>
    ","610","0","see_report","html-button-response","259","33873","0.0-13.0-1.0","a77jtbupmc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"
        <div id=""text-container"" class=""container"">
            <div class=""tooltip"">
                &#9432;
                <span class=""tooltiptext"">If money is on the line, this is how much you will win or lose.</span>
            </div>
            <strong>Amount at Stake: </strong> 29&#162;
            <br>
            <br>
            <div class=""tooltip"">
                &#9432;
                <span class=""tooltiptext"">This is how much money you currently have.</span>
            </div>
            <strong>Your Wallet: </strong> 100&#162;
            <br>
            <br>
            <div class=""tooltip"">
                &#9432;
                <span class=""tooltiptext"">This is the smallest chance of winning you are willing to accept. If the reporter's estimate is higher than this, money will be on the line.</span>
            </div>
            <strong>Your Threshold: </strong> <input id=""minimum"" class=""percentage-enter"" name=""minimum"" type=""number"" max=""75"" min=""25"" placeholder=""25"" readonly=""true""/> % chance of winning
            <br>
            <br>
            <div class=""tooltip"">
                &#9432;
                <span class=""tooltiptext"">After seeing the wheel for one second, the reporter estimated that the chance of winning was this %.</span>
            </div>
            <strong>Reporter's Estimate: </strong> 26% chance of winning
            <div style=""text-align: center;"">
                <br>
                <br>
                <strong><u>MONEY ON THE LINE</u></strong>
                <br>
                <span style=""font-size: 15px"">Reporter's estimate was <u>higher</u> than your threshold</span>
            </div>
        </div>
        <div id=""wheel-container"" class=""container"">
            <div><span style=""font-weight: bolder; font-size: 30px;"">&darr;</span></div>
            <div id=""wheel"" class=""has-pin"" style=""background-image: conic-gradient(lightgreen 20%, black 0);""><div id=""pin""></div></div>
            <div id=""true-value""><strong>Exact chance of winning:</strong> 20%</div>
        </div>
        <br>
        <br>
    ","578","0","see_wheel","html-button-response","260","33874","0.0-13.0-2.0","a77jtbupmc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
