"stimulus","rt","response","type_of_trial","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","prolific_id","prolific_id_man","view_history","percent","estimate","distance","buyin","bet","result","cons","outcome_valence","error","manip_check","truth_bn","truth_lk","minimum","report","truth","question_order","wallet","success","earnings","bonus","low_thresholds","age","gender","race_ethnicity","income","education","ses","party","politics","religiosity","understand","confusing","annoying","issues","other_feedback"
"","2397","{""manip_check"":""higher"",""truth_bn"":""1"",""truth_lk"":""3""}","measures","survey-html-form","120","14878","0.0-13.0-4.0","ffcl5dp5qv","","","","","","","26","0","1","1","negative","4","higher","1","3","25","22","26","","100","","","","","","","","","","","","","","","","","",""
"","612","{""minimum"":""25""}","enter_minimum","survey-html-form","121","15494","0.0-13.0-0.1","ffcl5dp5qv","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"
        <div id=""text-container"" class=""container"">
            <div class=""tooltip"">
                &#9432;
                <span class=""tooltiptext"">If money is on the line, this is how much you will win or lose.</span>
            </div>
            <strong>Amount at Stake: </strong> 6&#162;
            <br>
            <br>
            <div class=""tooltip"">
                &#9432;
                <span class=""tooltiptext"">This is how much money you currently have.</span>
            </div>
            <strong>Your Wallet: </strong> 100&#162;
            <br>
            <br>
            <div class=""tooltip"">
                &#9432;
                <span class=""tooltiptext"">This is the smallest chance of winning you are willing to accept. If the reporter's estimate is higher than this, money will be on the line.</span>
            </div>
            <strong>Your Threshold: </strong> <input id=""minimum"" class=""percentage-enter"" name=""minimum"" type=""number"" max=""75"" min=""25"" placeholder=""25"" readonly=""true""/> % chance of winning
            <br>
            <br>
            <div class=""tooltip"">
                &#9432;
                <span class=""tooltiptext"">After seeing the wheel for one second, the reporter estimated that the chance of winning was this %.</span>
            </div>
            <strong>Reporter's Estimate: </strong> 30% chance of winning
            <div style=""text-align: center;"">
                <br>
                <br>
                <strong><u>MONEY ON THE LINE</u></strong>
                <br>
                <span style=""font-size: 15px"">Reporter's estimate was <u>higher</u> than your threshold</span>
            </div>
        </div>
        <div id=""wheel-container"" class=""container"">
            <div><span style=""font-weight: bolder; font-size: 30px;"">&darr;</span></div>
            <div id=""wheel"" class=""masked"">???</div>
            <br>
            <br>
        </div>
        <br>
        <br>
    ","796","0","see_report","html-button-response","122","15495","0.0-13.0-1.1","ffcl5dp5qv","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"
        <div id=""text-container"" class=""container"">
            <div class=""tooltip"">
                &#9432;
                <span class=""tooltiptext"">If money is on the line, this is how much you will win or lose.</span>
            </div>
            <strong>Amount at Stake: </strong> 6&#162;
            <br>
            <br>
            <div class=""tooltip"">
                &#9432;
                <span class=""tooltiptext"">This is how much money you currently have.</span>
            </div>
            <strong>Your Wallet: </strong> 100&#162;
            <br>
            <br>
            <div class=""tooltip"">
                &#9432;
                <span class=""tooltiptext"">This is the smallest chance of winning you are willing to accept. If the reporter's estimate is higher than this, money will be on the line.</span>
            </div>
            <strong>Your Threshold: </strong> <input id=""minimum"" class=""percentage-enter"" name=""minimum"" type=""number"" max=""75"" min=""25"" placeholder=""25"" readonly=""true""/> % chance of winning
            <br>
            <br>
            <div class=""tooltip"">
                &#9432;
                <span class=""tooltiptext"">After seeing the wheel for one second, the reporter estimated that the chance of winning was this %.</span>
            </div>
            <strong>Reporter's Estimate: </strong> 30% chance of winning
            <div style=""text-align: center;"">
                <br>
                <br>
                <strong><u>MONEY ON THE LINE</u></strong>
                <br>
                <span style=""font-size: 15px"">Reporter's estimate was <u>higher</u> than your threshold</span>
            </div>
        </div>
        <div id=""wheel-container"" class=""container"">
            <div><span style=""font-weight: bolder; font-size: 30px;"">&darr;</span></div>
            <div id=""wheel"" class=""has-pin"" style=""background-image: conic-gradient(lightgreen 36%, black 0);""><div id=""pin""></div></div>
            <div id=""true-value""><strong>Exact chance of winning:</strong> 36%</div>
        </div>
        <br>
        <br>
    ","619","0","see_wheel","html-button-response","123","15495","0.0-13.0-2.1","ffcl5dp5qv","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"
        <div id=""text-container"" class=""container"">
            <div class=""tooltip"">
                &#9432;
                <span class=""tooltiptext"">If money is on the line, this is how much you will win or lose.</span>
            </div>
            <strong>Amount at Stake: </strong> 6&#162;
            <br>
            <br>
            <div class=""tooltip"">
                &#9432;
                <span class=""tooltiptext"">This is how much money you currently have.</span>
            </div>
            <strong>Your Wallet: </strong> 100&#162;
            <br>
            <br>
            <div class=""tooltip"">
                &#9432;
                <span class=""tooltiptext"">This is the smallest chance of winning you are willing to accept. If the reporter's estimate is higher than this, money will be on the line.</span>
            </div>
            <strong>Your Threshold: </strong> <input id=""minimum"" class=""percentage-enter"" name=""minimum"" type=""number"" max=""75"" min=""25"" placeholder=""25"" readonly=""true""/> % chance of winning
            <br>
            <br>
            <div class=""tooltip"">
                &#9432;
                <span class=""tooltiptext"">After seeing the wheel for one second, the reporter estimated that the chance of winning was this %.</span>
            </div>
            <strong>Reporter's Estimate: </strong> 30% chance of winning
            <div style=""text-align: center;"">
                <br>
                <br>
                <strong><u>MONEY ON THE LINE</u></strong>
                <br>
                <span style=""font-size: 15px"">Reporter's estimate was <u>higher</u> than your threshold</span>
            </div>
        </div>
        <div id=""wheel-container"" class=""container"">
            <div><span style=""font-weight: bolder; font-size: 30px;"">&darr;</span></div>
            <div id=""wheel"" class=""has-pin"" style=""background-image: conic-gradient(lightgreen 36%, black 0);""><div id=""pin""></div></div>
            <div id=""true-value""><strong>Exact chance of winning:</strong> 36%</div>
        </div>
        <br>
        <br>
    ","703"," ","spin_wheel","html-keyboard-response","124","15495","0.0-13.0-3.1","ffcl5dp5qv","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","2357","{""manip_check"":""lower"",""truth_bn"":""0"",""truth_lk"":""3""}","measures","survey-html-form","125","17854","0.0-13.0-4.1","ffcl5dp5qv","","","","","","","6","1","0","0","negative","6","lower","0","3","25","30","36","","94","","","","","","","","","","","","","","","","","",""
"","435","{""minimum"":""25""}","enter_minimum","survey-html-form","126","18293","0.0-13.0-0.2","ffcl5dp5qv","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"
        <div id=""text-container"" class=""container"">
            <div class=""tooltip"">
                &#9432;
                <span class=""tooltiptext"">If money is on the line, this is how much you will win or lose.</span>
            </div>
            <strong>Amount at Stake: </strong> 7&#162;
            <br>
            <br>
            <div class=""tooltip"">
                &#9432;
                <span class=""tooltiptext"">This is how much money you currently have.</span>
            </div>
            <strong>Your Wallet: </strong> 94&#162;
            <br>
            <br>
            <div class=""tooltip"">
                &#9432;
                <span class=""tooltiptext"">This is the smallest chance of winning you are willing to accept. If the reporter's estimate is higher than this, money will be on the line.</span>
            </div>
            <strong>Your Threshold: </strong> <input id=""minimum"" class=""percentage-enter"" name=""minimum"" type=""number"" max=""75"" min=""25"" placeholder=""25"" readonly=""true""/> % chance of winning
            <br>
            <br>
            <div class=""tooltip"">
                &#9432;
                <span class=""tooltiptext"">After seeing the wheel for one second, the reporter estimated that the chance of winning was this %.</span>
            </div>
            <strong>Reporter's Estimate: </strong> 21% chance of winning
            <div style=""text-align: center;"">
                <br>
                <br>
                <strong><u>MONEY NOT ON THE LINE</u></strong>
                <br>
                <span style=""font-size: 15px"">Reporter's estimate was <u>lower</u> than your threshold</span>
            </div>
        </div>
        <div id=""wheel-container"" class=""container"">
            <div><span style=""font-weight: bolder; font-size: 30px;"">&darr;</span></div>
            <div id=""wheel"" class=""masked"">???</div>
            <br>
            <br>
        </div>
        <br>
        <br>
    ","640","0","see_report","html-button-response","127","18293","0.0-13.0-1.2","ffcl5dp5qv","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"
        <div id=""text-container"" class=""container"">
            <div class=""tooltip"">
                &#9432;
                <span class=""tooltiptext"">If money is on the line, this is how much you will win or lose.</span>
            </div>
            <strong>Amount at Stake: </strong> 7&#162;
            <br>
            <br>
            <div class=""tooltip"">
                &#9432;
                <span class=""tooltiptext"">This is how much money you currently have.</span>
            </div>
            <strong>Your Wallet: </strong> 94&#162;
            <br>
            <br>
            <div class=""tooltip"">
                &#9432;
                <span class=""tooltiptext"">This is the smallest chance of winning you are willing to accept. If the reporter's estimate is higher than this, money will be on the line.</span>
            </div>
            <strong>Your Threshold: </strong> <input id=""minimum"" class=""percentage-enter"" name=""minimum"" type=""number"" max=""75"" min=""25"" placeholder=""25"" readonly=""true""/> % chance of winning
            <br>
            <br>
            <div class=""tooltip"">
                &#9432;
                <span class=""tooltiptext"">After seeing the wheel for one second, the reporter estimated that the chance of winning was this %.</span>
            </div>
            <strong>Reporter's Estimate: </strong> 21% chance of winning
            <div style=""text-align: center;"">
                <br>
                <br>
                <strong><u>MONEY NOT ON THE LINE</u></strong>
                <br>
                <span style=""font-size: 15px"">Reporter's estimate was <u>lower</u> than your threshold</span>
            </div>
        </div>
        <div id=""wheel-container"" class=""container"">
            <div><span style=""font-weight: bolder; font-size: 30px;"">&darr;</span></div>
            <div id=""wheel"" class=""has-pin"" style=""background-image: conic-gradient(lightgreen 27%, black 0);""><div id=""pin""></div></div>
            <div id=""true-value""><strong>Exact chance of winning:</strong> 27%</div>
        </div>
        <br>
        <br>
    ","653","0","see_wheel","html-button-response","128","18294","0.0-13.0-2.2","ffcl5dp5qv","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"
        <div id=""text-container"" class=""container"">
            <div class=""tooltip"">
                &#9432;
                <span class=""tooltiptext"">If money is on the line, this is how much you will win or lose.</span>
            </div>
            <strong>Amount at Stake: </strong> 7&#162;
            <br>
            <br>
            <div class=""tooltip"">
                &#9432;
                <span class=""tooltiptext"">This is how much money you currently have.</span>
            </div>
            <strong>Your Wallet: </strong> 94&#162;
            <br>
            <br>
            <div class=""tooltip"">
                &#9432;
                <span class=""tooltiptext"">This is the smallest chance of winning you are willing to accept. If the reporter's estimate is higher than this, money will be on the line.</span>
            </div>
            <strong>Your Threshold: </strong> <input id=""minimum"" class=""percentage-enter"" name=""minimum"" type=""number"" max=""75"" min=""25"" placeholder=""25"" readonly=""true""/> % chance of winning
            <br>
            <br>
            <div class=""tooltip"">
                &#9432;
                <span class=""tooltiptext"">After seeing the wheel for one second, the reporter estimated that the chance of winning was this %.</span>
            </div>
            <strong>Reporter's Estimate: </strong> 21% chance of winning
            <div style=""text-align: center;"">
                <br>
                <br>
                <strong><u>MONEY NOT ON THE LINE</u></strong>
                <br>
                <span style=""font-size: 15px"">Reporter's estimate was <u>lower</u> than your threshold</span>
            </div>
        </div>
        <div id=""wheel-container"" class=""container"">
            <div><span style=""font-weight: bolder; font-size: 30px;"">&darr;</span></div>
            <div id=""wheel"" class=""has-pin"" style=""background-image: conic-gradient(lightgreen 27%, black 0);""><div id=""pin""></div></div>
            <div id=""true-value""><strong>Exact chance of winning:</strong> 27%</div>
        </div>
        <br>
        <br>
    ","609"," ","spin_wheel","html-keyboard-response","129","18294","0.0-13.0-3.2","ffcl5dp5qv","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","2530","{""manip_check"":""equal"",""truth_bn"":""1"",""truth_lk"":""3""}","measures","survey-html-form","130","20826","0.0-13.0-4.2","ffcl5dp5qv","","","","","","","7","0","0","1","positive","6","equal","1","3","25","21","27","","94","","","","","","","","","","","","","","","","","",""
"","240","{""minimum"":""25""}","enter_minimum","survey-html-form","131","21070","0.0-13.0-0.3","ffcl5dp5qv","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"
        <div id=""text-container"" class=""container"">
            <div class=""tooltip"">
                &#9432;
                <span class=""tooltiptext"">If money is on the line, this is how much you will win or lose.</span>
            </div>
            <strong>Amount at Stake: </strong> 18&#162;
            <br>
            <br>
            <div class=""tooltip"">
                &#9432;
                <span class=""tooltiptext"">This is how much money you currently have.</span>
            </div>
            <strong>Your Wallet: </strong> 94&#162;
            <br>
            <br>
            <div class=""tooltip"">
                &#9432;
                <span class=""tooltiptext"">This is the smallest chance of winning you are willing to accept. If the reporter's estimate is higher than this, money will be on the line.</span>
            </div>
            <strong>Your Threshold: </strong> <input id=""minimum"" class=""percentage-enter"" name=""minimum"" type=""number"" max=""75"" min=""25"" placeholder=""25"" readonly=""true""/> % chance of winning
            <br>
            <br>
            <div class=""tooltip"">
                &#9432;
                <span class=""tooltiptext"">After seeing the wheel for one second, the reporter estimated that the chance of winning was this %.</span>
            </div>
            <strong>Reporter's Estimate: </strong> 24% chance of winning
            <div style=""text-align: center;"">
                <br>
                <br>
                <strong><u>MONEY NOT ON THE LINE</u></strong>
                <br>
                <span style=""font-size: 15px"">Reporter's estimate was <u>lower</u> than your threshold</span>
            </div>
        </div>
        <div id=""wheel-container"" class=""container"">
            <div><span style=""font-weight: bolder; font-size: 30px;"">&darr;</span></div>
            <div id=""wheel"" class=""masked"">???</div>
            <br>
            <br>
        </div>
        <br>
        <br>
    ","762","0","see_report","html-button-response","132","21070","0.0-13.0-1.3","ffcl5dp5qv","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"
        <div id=""text-container"" class=""container"">
            <div class=""tooltip"">
                &#9432;
                <span class=""tooltiptext"">If money is on the line, this is how much you will win or lose.</span>
            </div>
            <strong>Amount at Stake: </strong> 18&#162;
            <br>
            <br>
            <div class=""tooltip"">
                &#9432;
                <span class=""tooltiptext"">This is how much money you currently have.</span>
            </div>
            <strong>Your Wallet: </strong> 94&#162;
            <br>
            <br>
            <div class=""tooltip"">
                &#9432;
                <span class=""tooltiptext"">This is the smallest chance of winning you are willing to accept. If the reporter's estimate is higher than this, money will be on the line.</span>
            </div>
            <strong>Your Threshold: </strong> <input id=""minimum"" class=""percentage-enter"" name=""minimum"" type=""number"" max=""75"" min=""25"" placeholder=""25"" readonly=""true""/> % chance of winning
            <br>
            <br>
            <div class=""tooltip"">
                &#9432;
                <span class=""tooltiptext"">After seeing the wheel for one second, the reporter estimated that the chance of winning was this %.</span>
            </div>
            <strong>Reporter's Estimate: </strong> 24% chance of winning
            <div style=""text-align: center;"">
                <br>
                <br>
                <strong><u>MONEY NOT ON THE LINE</u></strong>
                <br>
                <span style=""font-size: 15px"">Reporter's estimate was <u>lower</u> than your threshold</span>
            </div>
        </div>
        <div id=""wheel-container"" class=""container"">
            <div><span style=""font-weight: bolder; font-size: 30px;"">&darr;</span></div>
            <div id=""wheel"" class=""has-pin"" style=""background-image: conic-gradient(lightgreen 18%, black 0);""><div id=""pin""></div></div>
            <div id=""true-value""><strong>Exact chance of winning:</strong> 18%</div>
        </div>
        <br>
        <br>
    ","1015","0","see_wheel","html-button-response","133","21070","0.0-13.0-2.3","ffcl5dp5qv","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"
        <div id=""text-container"" class=""container"">
            <div class=""tooltip"">
                &#9432;
                <span class=""tooltiptext"">If money is on the line, this is how much you will win or lose.</span>
            </div>
            <strong>Amount at Stake: </strong> 18&#162;
            <br>
            <br>
            <div class=""tooltip"">
                &#9432;
                <span class=""tooltiptext"">This is how much money you currently have.</span>
            </div>
            <strong>Your Wallet: </strong> 94&#162;
            <br>
            <br>
            <div class=""tooltip"">
                &#9432;
                <span class=""tooltiptext"">This is the smallest chance of winning you are willing to accept. If the reporter's estimate is higher than this, money will be on the line.</span>
            </div>
            <strong>Your Threshold: </strong> <input id=""minimum"" class=""percentage-enter"" name=""minimum"" type=""number"" max=""75"" min=""25"" placeholder=""25"" readonly=""true""/> % chance of winning
            <br>
            <br>
            <div class=""tooltip"">
                &#9432;
                <span class=""tooltiptext"">After seeing the wheel for one second, the reporter estimated that the chance of winning was this %.</span>
            </div>
            <strong>Reporter's Estimate: </strong> 24% chance of winning
            <div style=""text-align: center;"">
                <br>
                <br>
                <strong><u>MONEY NOT ON THE LINE</u></strong>
                <br>
                <span style=""font-size: 15px"">Reporter's estimate was <u>lower</u> than your threshold</span>
            </div>
        </div>
        <div id=""wheel-container"" class=""container"">
            <div><span style=""font-weight: bolder; font-size: 30px;"">&darr;</span></div>
            <div id=""wheel"" class=""has-pin"" style=""background-image: conic-gradient(lightgreen 18%, black 0);""><div id=""pin""></div></div>
            <div id=""true-value""><strong>Exact chance of winning:</strong> 18%</div>
        </div>
        <br>
        <br>
    ","554"," ","spin_wheel","html-keyboard-response","134","21071","0.0-13.0-3.3","ffcl5dp5qv","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","3623","{""manip_check"":""equal"",""truth_bn"":""1"",""truth_lk"":""3""}","measures","survey-html-form","135","24695","0.0-13.0-4.3","ffcl5dp5qv","","","","","","","18","0","1","0","negative","6","equal","1","3","25","24","18","","94","","","","","","","","","","","","","","","","","",""
"","270","{""minimum"":""25""}","enter_minimum","survey-html-form","136","24968","0.0-13.0-0.4","ffcl5dp5qv","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"
        <div id=""text-container"" class=""container"">
            <div class=""tooltip"">
                &#9432;
                <span class=""tooltiptext"">If money is on the line, this is how much you will win or lose.</span>
            </div>
            <strong>Amount at Stake: </strong> 17&#162;
            <br>
            <br>
            <div class=""tooltip"">
                &#9432;
                <span class=""tooltiptext"">This is how much money you currently have.</span>
            </div>
            <strong>Your Wallet: </strong> 94&#162;
            <br>
            <br>
            <div class=""tooltip"">
                &#9432;
                <span class=""tooltiptext"">This is the smallest chance of winning you are willing to accept. If the reporter's estimate is higher than this, money will be on the line.</span>
            </div>
            <strong>Your Threshold: </strong> <input id=""minimum"" class=""percentage-enter"" name=""minimum"" type=""number"" max=""75"" min=""25"" placeholder=""25"" readonly=""true""/> % chance of winning
            <br>
            <br>
            <div class=""tooltip"">
                &#9432;
                <span class=""tooltiptext"">After seeing the wheel for one second, the reporter estimated that the chance of winning was this %.</span>
            </div>
            <strong>Reporter's Estimate: </strong> 27% chance of winning
            <div style=""text-align: center;"">
                <br>
                <br>
                <strong><u>MONEY ON THE LINE</u></strong>
                <br>
                <span style=""font-size: 15px"">Reporter's estimate was <u>higher</u> than your threshold</span>
            </div>
        </div>
        <div id=""wheel-container"" class=""container"">
            <div><span style=""font-weight: bolder; font-size: 30px;"">&darr;</span></div>
            <div id=""wheel"" class=""masked"">???</div>
            <br>
            <br>
        </div>
        <br>
        <br>
    ","545","0","see_report","html-button-response","137","24969","0.0-13.0-1.4","ffcl5dp5qv","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"
        <div id=""text-container"" class=""container"">
            <div class=""tooltip"">
                &#9432;
                <span class=""tooltiptext"">If money is on the line, this is how much you will win or lose.</span>
            </div>
            <strong>Amount at Stake: </strong> 17&#162;
            <br>
            <br>
            <div class=""tooltip"">
                &#9432;
                <span class=""tooltiptext"">This is how much money you currently have.</span>
            </div>
            <strong>Your Wallet: </strong> 94&#162;
            <br>
            <br>
            <div class=""tooltip"">
                &#9432;
                <span class=""tooltiptext"">This is the smallest chance of winning you are willing to accept. If the reporter's estimate is higher than this, money will be on the line.</span>
            </div>
            <strong>Your Threshold: </strong> <input id=""minimum"" class=""percentage-enter"" name=""minimum"" type=""number"" max=""75"" min=""25"" placeholder=""25"" readonly=""true""/> % chance of winning
            <br>
            <br>
            <div class=""tooltip"">
                &#9432;
                <span class=""tooltiptext"">After seeing the wheel for one second, the reporter estimated that the chance of winning was this %.</span>
            </div>
            <strong>Reporter's Estimate: </strong> 27% chance of winning
            <div style=""text-align: center;"">
                <br>
                <br>
                <strong><u>MONEY ON THE LINE</u></strong>
                <br>
                <span style=""font-size: 15px"">Reporter's estimate was <u>higher</u> than your threshold</span>
            </div>
        </div>
        <div id=""wheel-container"" class=""container"">
            <div><span style=""font-weight: bolder; font-size: 30px;"">&darr;</span></div>
            <div id=""wheel"" class=""has-pin"" style=""background-image: conic-gradient(lightgreen 31%, black 0);""><div id=""pin""></div></div>
            <div id=""true-value""><strong>Exact chance of winning:</strong> 31%</div>
        </div>
        <br>
        <br>
    ","525","0","see_wheel","html-button-response","138","24969","0.0-13.0-2.4","ffcl5dp5qv","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"
        <div id=""text-container"" class=""container"">
            <div class=""tooltip"">
                &#9432;
                <span class=""tooltiptext"">If money is on the line, this is how much you will win or lose.</span>
            </div>
            <strong>Amount at Stake: </strong> 17&#162;
            <br>
            <br>
            <div class=""tooltip"">
                &#9432;
                <span class=""tooltiptext"">This is how much money you currently have.</span>
            </div>
            <strong>Your Wallet: </strong> 94&#162;
            <br>
            <br>
            <div class=""tooltip"">
                &#9432;
                <span class=""tooltiptext"">This is the smallest chance of winning you are willing to accept. If the reporter's estimate is higher than this, money will be on the line.</span>
            </div>
            <strong>Your Threshold: </strong> <input id=""minimum"" class=""percentage-enter"" name=""minimum"" type=""number"" max=""75"" min=""25"" placeholder=""25"" readonly=""true""/> % chance of winning
            <br>
            <br>
            <div class=""tooltip"">
                &#9432;
                <span class=""tooltiptext"">After seeing the wheel for one second, the reporter estimated that the chance of winning was this %.</span>
            </div>
            <strong>Reporter's Estimate: </strong> 27% chance of winning
            <div style=""text-align: center;"">
                <br>
                <br>
                <strong><u>MONEY ON THE LINE</u></strong>
                <br>
                <span style=""font-size: 15px"">Reporter's estimate was <u>higher</u> than your threshold</span>
            </div>
        </div>
        <div id=""wheel-container"" class=""container"">
            <div><span style=""font-weight: bolder; font-size: 30px;"">&darr;</span></div>
            <div id=""wheel"" class=""has-pin"" style=""background-image: conic-gradient(lightgreen 31%, black 0);""><div id=""pin""></div></div>
            <div id=""true-value""><strong>Exact chance of winning:</strong> 31%</div>
        </div>
        <br>
        <br>
    ","583"," ","spin_wheel","html-keyboard-response","139","24969","0.0-13.0-3.4","ffcl5dp5qv","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","2751","{""manip_check"":""equal"",""truth_bn"":""1"",""truth_lk"":""3""}","measures","survey-html-form","140","27722","0.0-13.0-4.4","ffcl5dp5qv","","","","","","","17","1","1","0","positive","4","equal","1","3","25","27","31","","111","","","","","","","","","","","","","","","","","",""
"","304","{""minimum"":""25""}","enter_minimum","survey-html-form","141","28030","0.0-13.0-0.5","ffcl5dp5qv","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"
        <div id=""text-container"" class=""container"">
            <div class=""tooltip"">
                &#9432;
                <span class=""tooltiptext"">If money is on the line, this is how much you will win or lose.</span>
            </div>
            <strong>Amount at Stake: </strong> 28&#162;
            <br>
            <br>
            <div class=""tooltip"">
                &#9432;
                <span class=""tooltiptext"">This is how much money you currently have.</span>
            </div>
            <strong>Your Wallet: </strong> 111&#162;
            <br>
            <br>
            <div class=""tooltip"">
                &#9432;
                <span class=""tooltiptext"">This is the smallest chance of winning you are willing to accept. If the reporter's estimate is higher than this, money will be on the line.</span>
            </div>
            <strong>Your Threshold: </strong> <input id=""minimum"" class=""percentage-enter"" name=""minimum"" type=""number"" max=""75"" min=""25"" placeholder=""25"" readonly=""true""/> % chance of winning
            <br>
            <br>
            <div class=""tooltip"">
                &#9432;
                <span class=""tooltiptext"">After seeing the wheel for one second, the reporter estimated that the chance of winning was this %.</span>
            </div>
            <strong>Reporter's Estimate: </strong> 26% chance of winning
            <div style=""text-align: center;"">
                <br>
                <br>
                <strong><u>MONEY ON THE LINE</u></strong>
                <br>
                <span style=""font-size: 15px"">Reporter's estimate was <u>higher</u> than your threshold</span>
            </div>
        </div>
        <div id=""wheel-container"" class=""container"">
            <div><span style=""font-weight: bolder; font-size: 30px;"">&darr;</span></div>
            <div id=""wheel"" class=""masked"">???</div>
            <br>
            <br>
        </div>
        <br>
        <br>
    ","575","0","see_report","html-button-response","142","28031","0.0-13.0-1.5","ffcl5dp5qv","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"
        <div id=""text-container"" class=""container"">
            <div class=""tooltip"">
                &#9432;
                <span class=""tooltiptext"">If money is on the line, this is how much you will win or lose.</span>
            </div>
            <strong>Amount at Stake: </strong> 28&#162;
            <br>
            <br>
            <div class=""tooltip"">
                &#9432;
                <span class=""tooltiptext"">This is how much money you currently have.</span>
            </div>
            <strong>Your Wallet: </strong> 111&#162;
            <br>
            <br>
            <div class=""tooltip"">
                &#9432;
                <span class=""tooltiptext"">This is the smallest chance of winning you are willing to accept. If the reporter's estimate is higher than this, money will be on the line.</span>
            </div>
            <strong>Your Threshold: </strong> <input id=""minimum"" class=""percentage-enter"" name=""minimum"" type=""number"" max=""75"" min=""25"" placeholder=""25"" readonly=""true""/> % chance of winning
            <br>
            <br>
            <div class=""tooltip"">
                &#9432;
                <span class=""tooltiptext"">After seeing the wheel for one second, the reporter estimated that the chance of winning was this %.</span>
            </div>
            <strong>Reporter's Estimate: </strong> 26% chance of winning
            <div style=""text-align: center;"">
                <br>
                <br>
                <strong><u>MONEY ON THE LINE</u></strong>
                <br>
                <span style=""font-size: 15px"">Reporter's estimate was <u>higher</u> than your threshold</span>
            </div>
        </div>
        <div id=""wheel-container"" class=""container"">
            <div><span style=""font-weight: bolder; font-size: 30px;"">&darr;</span></div>
            <div id=""wheel"" class=""has-pin"" style=""background-image: conic-gradient(lightgreen 20%, black 0);""><div id=""pin""></div></div>
            <div id=""true-value""><strong>Exact chance of winning:</strong> 20%</div>
        </div>
        <br>
        <br>
    ","734","0","see_wheel","html-button-response","143","28031","0.0-13.0-2.5","ffcl5dp5qv","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"
        <div id=""text-container"" class=""container"">
            <div class=""tooltip"">
                &#9432;
                <span class=""tooltiptext"">If money is on the line, this is how much you will win or lose.</span>
            </div>
            <strong>Amount at Stake: </strong> 28&#162;
            <br>
            <br>
            <div class=""tooltip"">
                &#9432;
                <span class=""tooltiptext"">This is how much money you currently have.</span>
            </div>
            <strong>Your Wallet: </strong> 111&#162;
            <br>
            <br>
            <div class=""tooltip"">
                &#9432;
                <span class=""tooltiptext"">This is the smallest chance of winning you are willing to accept. If the reporter's estimate is higher than this, money will be on the line.</span>
            </div>
            <strong>Your Threshold: </strong> <input id=""minimum"" class=""percentage-enter"" name=""minimum"" type=""number"" max=""75"" min=""25"" placeholder=""25"" readonly=""true""/> % chance of winning
            <br>
            <br>
            <div class=""tooltip"">
                &#9432;
                <span class=""tooltiptext"">After seeing the wheel for one second, the reporter estimated that the chance of winning was this %.</span>
            </div>
            <strong>Reporter's Estimate: </strong> 26% chance of winning
            <div style=""text-align: center;"">
                <br>
                <br>
                <strong><u>MONEY ON THE LINE</u></strong>
                <br>
                <span style=""font-size: 15px"">Reporter's estimate was <u>higher</u> than your threshold</span>
            </div>
        </div>
        <div id=""wheel-container"" class=""container"">
            <div><span style=""font-weight: bolder; font-size: 30px;"">&darr;</span></div>
            <div id=""wheel"" class=""has-pin"" style=""background-image: conic-gradient(lightgreen 20%, black 0);""><div id=""pin""></div></div>
            <div id=""true-value""><strong>Exact chance of winning:</strong> 20%</div>
        </div>
        <br>
        <br>
    ","525"," ","spin_wheel","html-keyboard-response","144","28031","0.0-13.0-3.5","ffcl5dp5qv","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","2749","{""manip_check"":""lower"",""truth_bn"":""1"",""truth_lk"":""3""}","measures","survey-html-form","145","30782","0.0-13.0-4.5","ffcl5dp5qv","","","","","","","28","1","1","1","positive","6","lower","1","3","25","26","20","","139","","","","","","","","","","","","","","","","","",""
"","277","{""minimum"":""25""}","enter_minimum","survey-html-form","146","31062","0.0-13.0-0.6","ffcl5dp5qv","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
